__text__,kmeans_label,dbscan_label
got change location tiring ridiculous waste space unless green screened,2,-1
care nothing boring new iphone,3,-1
matt black plus looking fine,2,-1
much better market latercase,2,-1
extra button dedicated camera shutter button similar old nokia lumia phone,2,-1
sharp aquos box,2,-1
wait already plan ditch android phone iphone next smartphone due longevity sharp aquos simply outstanding new recipe,2,-1
heard new button side camera shutter btw,2,-1
rich buying two pro max,0,-1
lie elsewhere,2,-1
bro actually went backwards design,2,-1
reason,2,-1
guessing run esim,2,-1
trash last year new casing stupid apple sheep still call innovation,1,-1
soon saw camera setup felt like thrown back iphone like stepping time machine landing earlier era old school design,2,-1
deep bro,2,-1
shi deep tear joy came eye,2,-1
design looked awful,2,-1
anyone interested lens setup apple plan recording video vision pro,2,-1
look like samsung,4,-1
iphone beautiful phone still miss design,3,-1
still iphone,3,-1
yeah as,2,-1
hows camera result,2,-1
deep black iphone changed iphone pro last year regret,3,-1
people keep acting exact camera set never existed keep going back wrong everybody,2,-1
seems like changed camera orientation say look really changed something time,4,-1
wait notch dot also hate polished crazy titanium unless apple magic way shinyness,2,-1
dude endless background,2,-1
base phone different camera shape need change dimension phone order require new case pro model camera shape needed change dimension phone buy new case,2,-1
another old boring iphone design,3,-1
normal design specification new,2,-1
batman cave,2,-1
apple imitating,2,-1
would apple leak design funny,2,-1
need know battery life device,2,-1
finally iphone afford,3,-1
one latercases pro max dropped twice time failed protect phone first time big gap bottom charging port allowed bottom edge get badly scratched time lip around screen edge low protect face drop screen shattered luckily apple care got new phone,2,-1
going backward face,2,-1
bet stick old design change whatsoever,2,-1
buy pro max dummy phone please link,0,-1
pro max,0,0
still use work well imagine much money waste,2,-1
bro upgrade,2,-1
apple innovating anymore feel like get old thing every year get phone company every three year thinking switching foldable android fall probably new pixel fold oneplus open battery life iphones really bad maybe power user battery bad even two year use phone overheats get laggy etc currently iphone pro almost need charge twice day previous android phone good battery life software least year apple purpose people would upgrade software update make phone sluggish even got caught,1,-1
need pro,0,-1
pro max pink color,0,-1
happened vision pro dead alive,0,-1
saying nothing,2,-1
base variant put atleast display,2,-1
camera layout always change yearly force buy new case mean money,2,-1
designer run idea,2,-1
nothing phone,2,-1
show get samsung,2,-1
thinking bout switching next year year,1,-1
wtf design change since apparently fooling customer little design change recently traded pro max pro max literally felt change,0,-1
,2,2
black one gorgeous,2,-1
boringggg,2,2
funniest part iphone community even know regret buying got flow,2,-1
best iphone ever mean previous iphone good said,3,-1
iphone design look annoys point come,4,-1
apple missing aintelligence adding button instead,2,-1
honestly according rumor using chip pro non pro model brainer time except camera module phone plus base one look even better time around,0,-1
know measurement personally,2,-1
happy pro apple need make new phone every year,1,-1
apple lost everything steve job went,2,-1
look like nothing cmf phone,4,-1
another setting apple would considered fraudulent,2,-1
need stop minute hell,2,-1
channel dead dry point,2,-1
echo crazy,2,-1
course apple wont stop putting new phone every year skip year lol,1,-1
clickbait,2,5
new look thats iphone,4,-1
back tech exciting,2,-1
million view comment channel even posting obvious fake view irrelevant,2,-1
clickbait,2,5
camera design,2,-1
,2,2
lol iphone look like mock ups apple officially ran design,4,-1
every company,1,-1
boy give two shit phone team android fold kinda guy,2,-1
dog mini best phone small compact good screen fast great color never pay phone waste slightly better camera speaking camera great vid pic,2,-1
apple wont last long run android phone dominating smartphone world,2,-1
always apple old old,2,-1
nothing impressive unless phone battery last hour,2,-1
batman warehouse,2,-1
remember used exciting watch anything iphones literally look many year cool factor reuse old phone,2,-1
thought screen going bigger,2,-1
phone kekw electric waste,2,-1
look downgrade much better design ofc cheap everything,2,-1
lew felt personally attack amazing promos yes buying everything flipping marketing genius,2,-1
new side button would probably feel good use camera button tbh edit use general landscape mode think,2,-1
samsung apple combined,2,-1
clipbait,2,2
que precio tendr iphone pro,0,-1
lmao camera look like samsung phone,4,-1
wow revolution,2,-1
apple running idea start taking idea suggestion buyer ask would like see instead giving dmn phone every year would love job,1,-1
,2,2
two camera set look way better matured always hated three camera,2,-1
apple need release new phone jumpscare big text next saying,2,-1
raise hand gon buy thing noticeable changing upgrade thing box word print,2,-1
idk like camera layout always liked samsung phone square cutout style case look bad lol,4,-1
cheaper pro max wen good news,0,-1
need new iphone pro max god damn cloud gaming sub ipad,0,-1
look like one vivo phone man,4,-1
clickbait video,2,-1
think make new side button fingerprint unlock button shutter unlocked,2,-1
wow look like samsung android sticking iphone plus,4,-1
like vertical camera pink,2,-1
latercase kickstand,2,-1
extra kupujem samo pro,0,-1
people buy logo logo fainting,2,-1
samsung user right,2,-1
bixby button back,2,-1
fingerprint sensor,2,-1
case without apple hole apple logo random,2,-1
mitutoyo precision measurement,2,-1
still liked missed iphone iphone gripping holding phone,3,-1
iphone,3,1
love newer model would love plus pro max,0,-1
company trying push environmental friendliness yet still launch product new one every year,1,-1
mistery every year phone look exactly decade,1,-1
think button might fingerprint sensor,2,-1
,2,2
made huge mistake trading pro max pro max,0,-1
exactly missing much,2,-1
unbox therapy going downfall,2,-1
additional button lower part actually dedicated camera shutter,2,-1
would yoy need additional shutter button frame device ringer either volume button would always act shutter button default across platform,2,-1
feel like fingerprint sensor apple thinking idea long time,2,-1
stick iphone mini nothing exciting iphone lineup,3,-1
apple good planning ahead,2,-1
since pro max dont feel pro max anymore pro max example camera like whilst pro max better camera pro max battery design wise pro max still best pro max pro max mostly use pro max picture pro max work business,0,-1
order mobile case india,2,-1
hater comment,2,-1
samsung still best ever,2,-1
new design notch sense iphone nothing new,3,-1
every iteration iphone even though tell year powerful iphone ever produced,3,-1
capture button,2,-1
added reverb vocal post wearhouse,2,-1
release launching,2,-1
samsung still,2,-1
iphone pro max since launch showing wear tear speaker started sounding crunchy,0,-1
correct wrong antenna underneath lock siri button maybe look like button material different said window worried dummy theory,2,-1
iphones like prison iphone take control away user,3,-1
boring stuff reviewing non exist phone tech really nothing show day,2,-1
look like poco,4,-1
hlo bro want buy mobile create video person face change option editing without going third party apps one provides feature ultra iphone pro max,0,-1
actual dummy case manufacturer,2,-1
samsung,2,-1
guy stopped hating apple,2,-1
want phone phone want buy dollar phone get device banned snapchat worth snapchat one best camera apps iphone snap care buy dollar phone gon get banned apps,2,-1
camera button think tech reviewer many follower would heard done actual research,2,-1
think extra button look like size placement antenna current phone,4,-1
sigh another year wait innovation apple waited past year,1,-1
us apple fruit,2,-1
use iphone since almost year became garbage shame charging issue memory management issue frequent update value money thinking seriously replace phone losing client,2,-1
got iphone pro realised need upgrade every year every year software prob wait iphone come around upgrading next,1,-1
iphone awful,3,-1
boycott iphone,3,-1
using iphone fuk apple junk,3,-1
apply intelligent like chatgpt,2,-1
camera setting close samsung,2,-1
close nothing phone iphone,3,-1
still waiting iphone lucky favorite number,3,-1
stick screw brick,2,-1
love layout series iphone,3,-1
need oneplus case purchase available really want buy mobile,2,-1
glad shitty diagonal camera gone,2,-1
still pro yea upgrading,0,-1
phone need innovative help form brand,2,-1
would cool new button could also used trigger shooting game,2,-1
aluminium say aluminum america wrecked english language,2,-1
apple eat android as,2,-1
rotate camera angel every year,1,-1
yeah expect,2,-1
like huawei wonder,2,-1
apple added bixby button new iphones,2,-1
boycott apple save people life,2,-1
model disastrous like new model io totally crap nothing work properly usb type worst connection history type connection,2,-1
trash,2,-1
iphones like porsches every year,1,-1
collected iphone changing bit making new design,3,-1
hate new iphone camera design look super dull bad,4,-1
culminate iphone called nophone,3,-1
called speed chinese,2,-1
like pro model bigger,0,-1
wow,2,-1
second button could camera button,2,-1
going mad button apple one say word samsung tried bixby everyone mad typical apple dick rider never think anything wrong,2,-1
really nosense releasing new phone every year fade,1,-1
iphones overrated brainwashed iphones think superior,2,-1
nope,2,-1
kind lame seeing hate design change minimal even want phone perfectly fine care camera move body barely change software getting better better year something think instead griping argument fucking year get want newer model afford simply look phone,1,-1
going mistaken samsung look,4,-1
wish afford philippine,2,-1
get apple last year get yeah getting sale lol,1,-1
think pro max still good need upgrade,0,-1
bad worst,2,-1
music chair camera,2,-1
biggest change price,2,-1
samsung copy apple copycat cheater apple copy samsung innovation fresh,2,-1
would like buy iphone pro iphone pro max year using iphone pro max,0,-1
still rocking iphone till date transition something significantly better roll iphone integrated chipset might consider considering launch prince able actually acquire one gen post launch,3,-1
wow new camera placement thars shocking,2,-1
foco,2,2
iphone iphone anymore becoming android,3,-1
make sense iphone tends reused past year design awhile see whole different redesign iphone take year testing,3,-1
way fun sitting ikea living room renovated cheap looking thing hearing complains parent kid fitting latest iphones thei career stressing missing hobby life,2,-1
hate dedicated button pulling samsung buxby,2,-1
man iphone,3,-1
final version apple probably plan deceive people kept lidar pro max convinced price probably maybe bigger iphone,0,-1
impressive,2,-1
nice,2,8
boring,2,9
apple dissappointment,2,-1
first impression hate nip camera lens first glance,2,-1
fooling people small adjustment make billion people crazy lol,2,-1
mean every year likely modeling new look probably iphone either one,1,-1
,2,2
look good though ngl like,4,-1
nothing changed say phone better android,2,-1
new phone market look miss nokia era every company different taste look,4,-1
kami lebih suka vivo,2,-1
click bait,2,3
wow mind blowing design,2,-1
wait thought channel dead,2,-1
better back blackberry release mantel stress phone call,2,-1
reason behind changing iphone every year battery worst,1,-1
beauty new capture button open camera app phone instantly soon feel finger tell finger touching compared pocket whatever activate accidentally placement also meant encourage horizontal landscape photography utilize new spatial arrangement camera spatial photography video default also designed make best video aka vision pro many way new iphone new vision non pro regular people might actually afford though easily haha,2,-1
already something similar navigation gesture power button another mappable button well,2,-1
awesome good,2,-1
aka vision pro around way vision pro ckin ret,0,-1
,2,2
black matte finish dope,2,-1
would like inquire lack revolutionary innovation apple recent year despite absence groundbreaking advancement company product remained largely unchanged year express profound longing visionary leadership steve job period stagnation,2,-1
apple went iphonex,2,-1
late already seen video like,2,-1
need major change old shittttt,2,-1
iphone looking past couple year,3,-1
nah bro intentional,2,-1
saying bringing back sim card slot thrilled,2,-1
look like nothing phone,4,-1
love series every year get fake one review always entertaining,1,-1
would awesome manage remove camera bump backside creating nonesense camera placement,2,-1
look like android phone way,4,-1
hell film room huge,2,-1
batcave,2,-1
hardware spec apple even bother release one every year,1,-1
,2,2
watching pro,0,-1
may secondary button likely mmwave antenna,2,-1
iphone iphone,3,1
could focus blasting internals nothing cuz really remove cutout remove bezel remove camera bump probably decade get sheet glass info without unreliable needing border,2,-1
look different,4,-1
exactly,2,-1
iphone yeah,3,-1
watching iphone plus,3,-1
almost poco phone non pro luv,0,-1
yall pls answer happened lewlater fav pod,2,-1
iphones wan play warzone mobile,2,-1
still rocking iphone,3,-1
eight,2,2
yeah point done apple probably going vivi ultra honor fold,2,-1
mil tech channel know new camera button touch swipey zoomey thing,2,-1
confident going brag new iphone pro model highest screen body ratio iphone increasing screen size obviously going,3,-1
samsung lookin ahh back,2,-1
make camera flush,2,-1
watching since million sub always said propoganda click bate,2,-1
nothing,2,-1
apple boring day foldables flip camera mockups correct absolutely nothing new apple yet,2,-1
replace wow,2,-1
every year fine,1,-1
iphone taking another design page samsung needed clue apple completely conceded market samsung tim cook done nothing take product company used chase make completely irrelevant every time release another improvement previous model still charge people arm leg design design died year ago still use apple product congrats continuing apart largest con wireless history,2,-1
anyone phone need upgrade hell even acceptable care,2,-1
happened lew later,2,-1
idc anyone say moving pro max pro max year old phone starting show age battery performance worst antenna,0,-1
best iphone ever made,3,-1
watching iphone seeing reason upgrade,3,-1
one care,2,-1
watching iphone pro look like pas new iphone year straight boooooring,3,-1
extra button rumoured shutter button taking photo,2,-1
exist made china get apple brain people,2,-1
mean look batter,4,-1
iphone pro max gang,0,-1
point apple releasing new phone everyear look,4,-1
apple insane still using iphone,3,-1
definitely faliure android,2,-1
samsung looking like iphone iphone looking like samsung,3,-1
folding yet apple garbage iphone every year since iphone,3,-1
noticed lately often clickbait headline guess million sub enough,2,-1
used screen barely hear,2,-1
happened whole new design everybody said happening,2,-1
wait till come upgrade pointless upgrade every year,1,-1
apple software hardware,2,-1
apple slick move camera always need new case new model,2,-1
vertical diagonal diagonal diagonal diagonal let back vertical make lot sense maybe tell difference camera sensor got larger,2,-1
buy new phone every year anyway phone year old case done,1,-1
apple tight,2,-1
unsubscribing man become slave company sanity give good review everything wrong product garbage yet money care bit customer shame,2,-1
empty building giving echo,2,-1
pro max,0,0
underwhelming,2,2
told someone going look like believe,4,-1
clickbait shit stop fuckin bum unboxtherapy,2,-1
different,2,-1
iphone difference,3,-1
like new design,4,-1
much echo like baseball game,2,-1
christ whole lot absolutely nothing eleven minute,2,-1
isamsung,2,2
samsung becoming iphone iphone becoming samsung,3,-1
guy stop buying change design everything simple,2,-1
good social thermometer know mass like new design,2,-1
,2,2
dont even understand people buy apple samsung anymore chinese literally better phone every aspect honor xiaomi oppo vivo huawei better phone way interesting design,2,-1
bro even know capture button,2,-1
gon stick iphone mini,3,-1
apple lack innovation selling phone time surprisingly people would still buy keep latest trend wow,2,-1
see dedicated button chilling many indian,2,-1
,2,2
button web new capture button connection moving camera due camera button spatial recording across range,2,-1
feel pathetic watched end,2,-1
clickbait clickbait clickbait,2,5
get,2,4
purposely act clueless video work industry possibly clueless knowing action button thinking color matter dummy phone saying non pro phone would retain titanium frame titanium frame knowing expected size difference pro weird act pretend clueless,2,-1
turn phone,2,-1
yawnnnnnn,2,-1
matter design apple user still buy one,2,-1
got upgraded iphone plus iphone pro max definitely using year next iphone upgrade may iphone lol,3,-1
using iphone guess old probably wait iphone hopefully,3,-1
omg tiu hot,2,-1
new camera placement vanilla plus look like oppo vivo phone android phone look cheap diagonal placement lower model feel exclusive unless back diagonal placement moving forward stick lower model,4,-1
look like common android phone,4,-1
iphone camera layout look like samsung device,4,-1
keeping pro max waiting least year get ever come probably better model,0,-1
phone tik tok phone,2,-1
used samsung apple etc device used ish acer liquid rooted ai lava iris rooted samsung galaxy grand rooted phone mom pas realme stock iphone pro max stock really happy iphone also want try flagship phone,2,-1
lot fucking button,2,-1
apple keep getting away stupid consumer keep gobbling,2,-1
feeling unbox therapy going old anyone else feel get wrong feel something missing use fun watching frd year back use feel exciting nowadays emph gone,2,-1
hate camera layout,2,-1
give,2,-1
reading comment iphone,3,-1
watch tiktok ppl hating new iphone model release since hardly affordable like always starting price like always fake introduction end paying almost base never changed folk,2,-1
wish pro max red color,0,-1
purchase small pineapple try use energey power screen algae made thin slice fruit use open source method create device operating system replicate iphone bit huge carry like would carry normal pineapple especially using leaf handle,2,-1
iphone back new name pro lol,3,-1
finally want shift iphone iphone,3,-1
superb video,2,-1
even apple fan boy really like apple product earbuds headphone get phone get jiggy one create brand new iphone would make look futuristic red magic pro,2,-1
base model camera look clean,4,-1
opinion end love hate choice phone day like like day really complain buy lol,2,-1
color phone different body structure upgrade phone versus red magic gave smartphones get different design every time buy brand new red magic phone,2,-1
use red magic phone android phone,2,-1
lmfao damn apple user feel bad basically buying phone lol,2,-1
boring,2,9
capture button sim usually would put sim model,2,-1
clickbait title super annoying,2,-1
thank stick mini,2,-1
point joke truly continue buy iphone one complicit making apple get away year year,1,-1
someone already commented need new iphone every single year apple spends much time keynote saying gone greener one thing could even greener never,1,-1
dat echo tho,2,-1
guy enough gag iphone designed sell new phone every year average iphone expect anything new exciting iphone depends current state iphone would definetly want new model,3,-1
haha wish could get one testing lol,2,-1
picture,2,-1
even trying innovate anymore new version thing iphone user appreciate much longer anticipate new model always slight variation exact thing previous year,2,-1
changing samsung next year,1,-1
damn still,2,-1
uglified,2,2
unfortunate know capture button,2,-1
whats background liminal space,2,-1
overpriced american junk assembled china,2,-1
rocking mini upgrading apple release another mini,2,-1
apple call creative new design,2,-1
went coz colour ram went ram went purple one natural titanium year happy colour want bigger screen may give miss wait ram maybe designed hit ram sometimes close safari tab anoying camera bump different total overhaul sticking max memory expensive cheer got rumour max tech channel,2,-1
still gon shill peice shit company thats taking advantage gon wake,2,-1
wonder someday camera poking far enough case make possible serving stand,2,-1
buying need pretend rich loved last definitely gon upgrade,2,-1
iphone ultra,3,-1
nothing phone ahead apple cause cmf launched,2,-1
sister got base model iphone still smaller iphone base model plus almost similar size mother old iphone pro larger area iphone sure phone getting smaller also iphone base model might get even tho look way similar design trash performance apple choose samsung galaxy new,3,-1
reminds iphone nothing visually fancy different,3,-1
happened whole scientific reason behind diagonal camera lens better photography,2,-1
isnt vertical camera setting simmilar nothing phone,2,-1
groundbreaking,2,-1
thought apple got rid sim card,2,-1
,2,2
junk need made,2,-1
old thing every year,1,-1
seen thia lol,2,-1
button apparently camera focus potentially pressure sensitive adjust focus also word pro going feature slightly bigger screen rather pro max would,0,-1
boring company,2,-1
must absolutely zero research know new button camera capture button lol man channel fallen,2,-1
design change meh apple intelligence compatible iphone pro higher built obsolescence iphone pro siri interface chatgpt,0,-1
mighve changed camera layout plus need line eachother able record content useable vision pro,2,-1
thonk people sill like becauze obvious change people know difference cheaper model buy pro look inless uou,4,-1
idea camera parallel picture movie vision,2,-1
samsung foldable screen working rollout expanding screen iphone,2,-1
iphone iphone,3,1
iphone update old outdated iphone iphone,3,-1
camera displacement regular iphone thesis camera recording horizontal mode recorde parallax effect necessary shown apple vision,2,-1
went apple headquarters cupertino vault dweller let visitor center across street look like apple store dont think stepping bit car wheel ring guy point wave frustration security monitoring bathroom make feel like peasant unworthy experience decided get pixel google headquarters mountainview welcoming open explore,2,-1
new apple phone coming side mount fingerprint scanner,2,-1
apple must trying make apple car thats probably keep providing phone continue collect money apple fan apple invested buyer pocket,2,-1
design look like shit,4,-1
see comment first,2,-1
display,2,-1
get used,2,-1
eagerly waiting release store,2,-1
someone help decide pick iphone pro iphone,3,-1
choose pro get huge advantage display pro design,0,-1
joke privacy security world literally leak everything although love admit fair unless affected company purpose cool vid,2,-1
time need change mac phone lol,2,-1
back,2,-1
pro max day,0,-1
long time since visited channel,2,-1
wack,2,2
iphone,3,1
android iphone,3,-1
basically software update iphone physical phone basically,2,-1
review skeptical constant small pause stutter like know act like maybe,2,-1
want iphone need case,3,-1
first,2,10
another boring design one new color apple boring company world,2,-1
apple made non pro model camera layout look like generic android phone push social climber people towards pro model lmao,0,-1
camera stand lot,2,-1
thought apple new phone iphone camera regular iphone camera iphone pro camera settle done change layout camera stove look,3,-1
nothin new still desame,2,-1
paisa hai nhi sapne iphone like,3,-1
samsung apple always copying homework,2,-1
new button shutter button flip phone side penny drop,2,-1
,2,2
hmmmm ironic nothing phone brand started android phone apple inspiration instead latest nothing cmf phone looking suspiciously similar iphone iphone basically took nothing cmf camera layout,3,-1
think iphone look like way home hahahah,4,-1
normally buy pro max version every year time thinking getting pro model instead,0,-1
video funny need wake,2,-1
click bait,2,3
really think apple already roadmap small adjustment new feature planned year ahead apply small amount adjustment feature every year hahahahahaha apple hit peak guess dont know next iphones,1,-1
changing camera layout sometimes minor thing people need buy new case,2,-1
android always design tacky always make design excessive color love iphone design color feature iphone actually already existed android even though late feature still optimal,3,-1
kinda look like nothing phone,4,-1
hanging iphone pro max another year skip planned upgrade,0,-1
buy dummy phone,2,-1
like android phone,4,-1
look like iphone,4,6
get model site get iphone model size,3,-1
sad discussing camera layout change apple usual introducing new design iphone iphone talking many button left lot credit go marketing company everyone would writing already wait think typed exact thing year row rock made switch year ago basically tell hold phone value another year,1,-1
apple vision come making new phone reverting back dual camera like bro apple user brain wash,2,-1
trillion dollar worth company innovationless absolutely disgusting,2,-1
,2,2
apple copying sony,2,-1
iphone android phone,3,-1
yeah okay nice drop,2,-1
iphones shit like agree,2,-1
iphone turning android every year,1,-1
yes afford hand iphone,3,-1
first thought would fingerprint sensor,2,-1
apple new black incredibly black,2,-1
camera bump look goofy,4,-1
time phone keep bigger bigger,2,-1
cmf nothing,2,-1
basically nothing phone,2,-1
literally camera style lol one discontinued basically put camera body,2,-1
might well unsubscribe channel point point video look fake design could iphone,2,-1
hmmm,2,2
iphone,3,1
hell shutter button,2,-1
love,2,-1
,2,2
button power button called capture button turn phone horizontally take spatial video picture also made stacked camera layout spatial video thing time vision pro becomes affordable technology get transferred new different idea apple future proofing,2,-1
surprised moron know talked almost year,2,-1
could also fingerprint scanner,2,-1
iiverpoolfc,2,-1
sleezy design watch cook,2,-1
guy know considering sub,2,-1
spiderc mmer surprised also bad job censor comment apparently word filter,2,-1
surprised know odd channel big research,2,-1
great video man,2,-1
brand always releasing godamn flagship every year little tweak capitalism cant wait always,1,-1
apple significantly declined past year particularly sea country purchased iphone year ago feel need applecare fast forward today phone suddenly restarted use turn took service center informed motherboard dead asked explanation response simply died clarification asking pay around replace motherboard seriously motherboard died happened premium apple assurance rigorous testing apple claim conduct launching product extremely frustrating,2,-1
meh,2,-1
look generic always,4,-1
meh,2,-1
look good,4,-1
purchase,2,-1
nothing copying apple copying nothing,2,-1
every new mobile launched year,1,-1
see comment also,2,-1
whhhaaaattt thats huawei nova rip apple youuuu youre monster,2,-1
content really downhill time think another career grand dad,2,-1
finallly afford buy iphone,3,-1
honestly pro planning getting pro would got really like new camera set,0,-1
goat,2,2
still remember video showing dual camera iphone got shipment china month launch,2,-1
thats xperia,2,-1
button great hope programmable,2,-1
iphone max,0,-1
serious note people expecting phone yeah year gon look gon make change gon thing another year,1,-1
love matte black material look want dont like titanium look tbh look cheap,4,-1
apple fan boy always made fool apple switching camera place software uograde good,2,-1
always design,2,-1
video really wasted min life nothing new,2,-1
think new camera layout much better much cleaner,2,-1
like look iphone make pay thing lol,4,-1
yeah lot inovation last year,1,-1
admittedly repetitive design think look much better big chunky square right,2,-1
iphone maybe typo zero look like idk,4,-1
please clickbait,2,-1
wait released buy iphone,3,-1
new button probably new shutter button take video photo button open camera,2,-1
definitely black iphone pro max,0,-1
hai pls give old phone,2,-1
comment often going say need said please bring lew later back,2,-1
think updating iphone pro anytime soon,0,-1
returned started iphone,3,-1
waiting apple release fold flip phone,2,-1
samsung trying apple samsung flip folding phone samsung head point sad like come switching samsung asap,2,-1
guess get still using figure every year good upgrade,1,-1
want nano screen like get new ipad pro,0,-1
nice better higher refresh rate come,2,-1
got distracted subtle echo sound,2,-1
like,4,-1
camera,2,-1
boring,2,9
,2,2
give phone,2,-1
dedicated shutter button camera several function ability focus taking shot well zoom button figure late saying,2,-1
boring,2,9
unboxing new generation iphones must feel like stuck never ending loop backroom nothing ever change dot back various arrangement never end,2,-1
shi nutin else,2,-1
apple bringing back home button side keep full screen iphone trash past couple year smh,2,-1
samsung come,2,-1
iphone real model,3,-1
iphone good enough nice design high spec,3,-1
switching android,2,-1
kinda tired apple design,2,-1
anyone know buy,2,-1
shutter button seen even nokia rule world meanwhile apple like new innovation,2,-1
gon action camera button,2,-1
still keeping promax,2,-1
iphone max peak iphone imho go model,3,-1
sad still never orange colour despite home pod mini mac desktop whatever apple watch constantly choosing pink annoying red puke,2,-1
camera module looking lil xiaomi lite year back,2,-1
orginal fake,2,-1
reputed tech youtuber definitely fake ameenrazak,2,-1
designer apple got employee year award,2,-1
old camera layout look better,4,-1
wish executive edition tight leather backing like new motorola razr phone,2,-1
think new look better back pro pro difference really,0,-1
airpods max tho,0,-1
took year absolutely hype discussion phone,1,-1
pro pro max need watch entire video,0,-1
would cool put finger print cencor capture button,2,-1
finally switch pro max pro max,0,-1
later case iphone dropped case flew chunked phone like high loved grippiness case purely esthetic,2,-1
view comment something right,2,-1
apple playing checker moving camera circle around,2,-1
title video iphone first sentence video obviously iphone,3,-1
click bait huh,2,3
thank saving time,2,-1
upload clickbait rubbish nowadays,2,-1
,2,2
woah clickbait video thats surprising,2,-1
nice brother,2,8
ohdeedoubleu point making huge deal every youtuber,2,-1
one month later yeah actually iphone,3,-1
zorgonecfr,2,2
actually clickbait,2,-1
apple fan since iphone joke apple really clown,3,-1
exist public eye yet,2,-1
iphone mini need honest,3,-1
ugly buy,2,-1
look nothing phone,4,-1
secondary button miss old unbox therapy light grey background table front,2,-1
yes sony xperia,2,-1
iphone update,3,-1
lou cmon man model phone going larger get wrong bout know button camera would make video,2,-1
regular plus look like regular iphone like vertical dual camera good look much better triple camera,4,-1
gon say new iphone bigger inch long inch wide buying,2,-1
watching video almost yr never suprised phone still waiting hope make day one day unbox theraphy,2,-1
lew later case lew later program,2,-1
whats thickness,2,-1
,2,2
great shoutout lew camera edit team cut show exact moment avoid potential law suit unbox,2,-1
look awkward take time sync,4,-1
look amazingly,4,-1
know something hitting release new model every year,1,-1
share one factory,2,-1
using pro max think change five year,0,-1
capture button camera,2,-1
regular iphone design look like android phone yuck,4,-1
first,2,10
keep mean apple copying samsungs design releasing apple way,2,-1
still screen upgrading,2,-1
watching unbox therapy make feel nostalgic channel used watch buying phone back day anyone else feel way,2,-1
iphone assembled,3,-1
available want buy already,2,-1
inspired nothing phone,2,-1
reverb voice annoying use gate something mic output bro,2,-1
otterbox make best case debate,2,-1
view sub lol,2,-1
apple need leave phone market sell software clue make phone anymore steve took iphone,2,-1
watched video decided change iphone pro,0,-1
like comment help win iphone pro max,0,-1
getting base capture button help filming immensely,2,-1
see huawei honor,2,-1
post link man either way rather pay china pricing american,2,-1
yep time upgrade plus pro max,0,-1
sell shit every year expensive price,1,-1
lazy design look like redmi finally redmi apple logo,4,-1
new look refreshing,4,-1
audio echo distracting cuz huge space tool remove,2,-1
take old camera replace new one really run idea,2,-1
shutter button,2,-1
inclined stick pro max,0,-1
iphones joke point,2,-1
quit weed someone buy iphone,3,-1
unbox therapy getting mil view per post coulda huge remember hit never got response,2,-1
body care smartphones anymore,2,-1
new button switch android,2,-1
need bring notch less iphone,3,-1
saw long time ago subscriber get,2,-1
still display really pain as,2,-1
apple apple anymore,2,-1
dumb people going realize giving old shit apple longer innovative offer stuff everyone else also behind everything offered model thousand consumer level product people need get apple group think rcs implemented need stay apple imessage,2,-1
new button new camera system setup,2,-1
still iphone impressed,3,-1
camera layout iphone plus changed spatial video taken device,3,-1
best iphone yet,3,-1
shit case,2,-1
apple broke fix starting break business model annoying thing iphone fingerprint sensor anymore simple thing include every phone many way,2,-1
yea face annoying time really missing touch,2,-1
clickbait,2,5
android user watching io vedio,2,-1
alright went iphone back iphone apple people gon buy probably yea,3,-1
dai varsha palaya design,2,-1
crap every year lmao,1,-1
apple bring phone every year shit since iphone,1,-1
iphone gang,3,-1
many way design back phone feel gotten peak,2,-1
extra button rumoured new capture button,2,-1
wait iphone plus,3,-1
literally nonsense,2,-1
using batman basement shooting location must richh,2,-1
rentable place several music video dark knight,2,-1
replica,2,-1
yea called light box garage rent per hour,2,-1
muhovil sure way around dark knight came find single music video pre used set bunch music video use set post though,2,-1
muhovil studio film video,2,-1
heysky famous youtuber problem,2,-1
thought green screen,2,-1
studio canada lmao wtf saying muhovil,2,-1
think toronto actually,2,-1
maybe alfred,2,-1
obviously rich mean look subscriber count top amount sponsorship brand endorsement mkbhd guy yooo sorted,2,-1
said batman,2,-1
muhovil except newmarket ontario custom place reno,2,-1
diogokamioka bald chubby guy batman lol,2,-1
lmao,2,-1
alloverdaplace yeah richer thats saying,2,-1
green screen,2,-1
amicusadastra pretty sure problem affording space,2,-1
amicusadastra though take genius figure,2,-1
green screen,2,-1
jagathjayan sorted grammar ckin,2,-1
muhovil replica dum dum lewis hilsenteger life canada owns building ontario canada,2,-1
agentfortyse ontario canada,2,-1
basement batman,2,-1
new camera layout trash,2,-1
cant wait pro max,0,-1
link camera vertical setup reminds redmi note digonal setup atleast look good,2,-1
pro max,0,0
thought new nothing phone,2,-1
give guy like always coming banger,2,-1
hey unbox therapy watching video quite long time hoping could give dummy iphone model afford buy real iphone want give two younger sister gift,3,-1
well changing camera layout back way change design phone put samsung apple phone unless gon adding rgb phone,2,-1
call camera setup revolution action button something reminds bixby button always curious greedy apple sell ancient tech people buy anyway,2,-1
new button called capture button easy photo use,2,-1
buy iphones,2,-1
studio look like batman secret place,4,-1
want model pro,0,-1
actually look pathetic already,2,-1
watching using dreaming hahaha,2,-1
know sim card slot europe model,2,-1
glad apple decided settle slow charging,2,-1
basically product lol,2,-1
